,player,season,per,ts_pct,usg_pct,bpm,vorp,win_pct,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48
640,Nikola Jokić,2018-19,26.3,0.589,27.4,9.1,7.0,0.6585365853658537,0.0,212.0,1010.0,0.21,80.0,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226
641,Stephen Curry,2018-19,24.4,0.641,30.4,6.6,5.1,0.6951219512195121,0.0,175.0,1010.0,0.173,69.0,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199
642,Damian Lillard,2018-19,23.7,0.588,29.3,6.4,6.0,0.6463414634146342,0.0,69.0,1010.0,0.068,80.0,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205
643,Joel Embiid,2018-19,26.1,0.593,33.3,4.9,3.8,0.6219512195121951,0.0,49.0,1010.0,0.049,64.0,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194
644,Kevin Durant,2018-19,24.2,0.631,29.0,5.5,5.1,0.6951219512195121,0.0,25.0,1010.0,0.025,78.0,34.6,26.0,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204
645,Kawhi Leonard,2018-19,25.8,0.606,30.3,7.2,4.7,0.7073170731707317,0.0,13.0,1010.0,0.013,60.0,34.0,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224
646,Russell Westbrook,2018-19,21.1,0.501,30.9,5.2,4.7,0.5975609756097561,0.0,8.0,1010.0,0.008,73.0,36.0,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124
647,Rudy Gobert,2018-19,24.6,0.682,17.8,5.4,4.8,0.6097560975609756,0.0,1.0,1010.0,0.001,81.0,31.8,15.9,12.9,2.0,0.8,2.3,0.669,0.0,0.636,14.4,0.268
648,LeBron James,2018-19,25.6,0.588,31.6,8.0,4.9,0.45121951219512196,0.0,1.0,1010.0,0.001,55.0,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179
649,Giannis Antetokounmpo,2019-20,31.9,0.613,37.5,11.5,6.6,0.7671232876712328,85.0,962.0,1010.0,0.952,63.0,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279
650,LeBron James,2019-20,25.5,0.577,31.5,8.4,6.1,0.7323943661971831,16.0,753.0,1010.0,0.746,67.0,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204
651,James Harden,2019-20,29.1,0.626,36.3,9.6,7.3,0.6111111111111112,0.0,367.0,1010.0,0.363,68.0,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254
652,Luka Dončić,2019-20,27.6,0.585,36.8,8.4,5.4,0.5733333333333334,0.0,200.0,1010.0,0.198,61.0,33.6,28.8,9.4,8.8,1.0,0.2,0.463,0.316,0.758,8.8,0.207
653,Kawhi Leonard,2019-20,26.9,0.589,33.0,8.9,5.1,0.6805555555555556,0.0,168.0,1010.0,0.166,57.0,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226
654,Anthony Davis,2019-20,27.4,0.61,29.3,8.0,5.4,0.7323943661971831,0.0,82.0,1010.0,0.081,62.0,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25
655,Chris Paul,2019-20,21.7,0.61,23.3,4.4,3.5,0.6111111111111112,0.0,26.0,1010.0,0.026,70.0,31.5,17.6,5.0,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193
656,Damian Lillard,2019-20,26.9,0.627,30.3,7.5,5.9,0.47297297297297297,0.0,23.0,1010.0,0.023,66.0,37.5,30.0,4.3,8.0,1.1,0.3,0.463,0.401,0.888,11.6,0.225
657,Nikola Jokić,2019-20,24.9,0.605,26.6,7.4,5.5,0.6301369863013698,0.0,18.0,1010.0,0.018,73.0,32.0,19.9,9.7,7.0,1.2,0.6,0.528,0.314,0.817,9.8,0.202
658,Pascal Siakam,2019-20,17.9,0.554,28.1,1.8,2.0,0.7361111111111112,0.0,17.0,1010.0,0.017,60.0,35.2,22.9,7.3,3.5,1.0,0.9,0.453,0.359,0.792,5.4,0.123
659,Jimmy Butler,2019-20,23.6,0.585,25.1,5.4,3.7,0.6027397260273972,0.0,9.0,1010.0,0.009,58.0,33.8,19.9,6.7,6.0,1.8,0.6,0.455,0.244,0.834,9.0,0.221
660,Jayson Tatum,2019-20,20.4,0.567,28.6,4.0,3.4,0.6666666666666666,0.0,1.0,1010.0,0.001,66.0,34.3,23.4,7.0,3.0,1.4,0.9,0.45,0.403,0.812,6.9,0.146
